name,pokedex_number,type,weakness,height,weight,ability,genders,hp,attack,defense,special_attack,special_defense,speed
Kabuto,#0140,"['Rock', 'Water']","['Grass', 'Electric', 'Fighting', 'Ground']","1' 08""",25.4 lbs,"['Swift Swim', 'Battle Armor']","['male', 'female']",2,5,6,4,3,4
Lunatone,#0337,"['Rock', 'Psychic']","['Steel', 'Ghost', 'Water', 'Dark', 'Grass', 'Bug', 'Ground']","3' 03""",370.4 lbs,Levitate,Unknown,6,4,4,6,5,5
Scizor,#0212,"['Bug', 'Steel']",Fire,"5' 11""",260.1 lbs,"['Swarm', 'Technician']","['male', 'female']",5,8,6,4,5,4
Magby,#0240,Fire,"['Water', 'Ground', 'Rock']","2' 04""",47.2 lbs,Flame Body,"['male', 'female']",3,5,3,5,4,5
Slowbro,#0080,"['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","5' 03""",173.1 lbs,"['Oblivious', 'Own Tempo']","['male', 'female']",6,5,7,6,5,2
Salamence,#0373,"['Dragon', 'Flying']","['Fairy', 'Dragon', 'Ice', 'Rock']","4' 11""",226.2 lbs,Intimidate,"['male', 'female']",6,8,5,7,5,6
Lapras,#0131,"['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","8' 02""",485.0 lbs,"['Water Absorb', 'Shell Armor']","['male', 'female']",8,5,5,5,6,4
Barboach,#0339,"['Water', 'Ground']",Grass,"1' 04""",4.2 lbs,"['Oblivious', 'Anticipation']","['male', 'female']",3,3,3,3,3,4
Slurpuff,#0685,Fairy,"['Steel', 'Poison']","2' 07""",11.0 lbs,Sweet Veil,"['male', 'female']",5,5,6,5,5,5
Phanpy,#0231,Ground,"['Water', 'Grass', 'Ice']","1' 08""",73.9 lbs,Pickup,"['male', 'female']",6,4,4,3,3,3
Blaziken,#0257,"['Fire', 'Fighting']","['Water', 'Psychic', 'Flying', 'Ground']","6' 03""",114.6 lbs,Blaze,"['male', 'female']",5,8,5,7,5,5
Skrelp,#0690,"['Poison', 'Water']","['Psychic', 'Electric', 'Ground']","1' 08""",16.1 lbs,"['Poison Point', 'Poison Touch']","['male', 'female']",3,4,4,4,4,2
Sewaddle,#0540,"['Bug', 'Grass']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock', 'Bug']","1' 00""",5.5 lbs,"['Swarm', 'Chlorophyll']","['male', 'female']",3,4,5,3,4,3
Gothita,#0574,Psychic,"['Ghost', 'Dark', 'Bug']","1' 04""",12.8 lbs,"['Frisk', 'Competitive']","['male', 'female']",3,2,3,4,4,3
Metagross,#0376,"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","5' 03""",1212.5 lbs,Clear Body,Unknown,5,8,8,6,6,5
Spiritomb,#0442,"['Ghost', 'Dark']",Fairy,"3' 03""",238.1 lbs,Pressure,"['male', 'female']",3,6,7,6,7,3
Heatran,#0485,"['Fire', 'Steel']","['Water', 'Fighting', 'Ground']","5' 07""",948.0 lbs,Flash Fire,"['male', 'female']",6,6,7,8,7,5
Stunky,#0434,"['Poison', 'Dark']",Ground,"1' 04""",42.3 lbs,"['Stench', 'Aftermath']","['male', 'female']",4,4,3,3,3,5
Polteageist,#0855,Ghost,"['Ghost', 'Dark']","0' 08""",0.9 lbs,Weak Armor,Unknown,4,4,4,8,7,5
Taillow,#0276,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",5.1 lbs,Guts,"['male', 'female']",3,4,2,2,2,5
Pidove,#0519,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",4.6 lbs,"['Super Luck', 'Big Pecks']","['male', 'female']",3,4,3,3,2,3
Frillish,#0592,"['Water', 'Ghost']","['Ghost', 'Dark', 'Grass', 'Electric']","3' 11""",72.8 lbs,"['Water Absorb', 'Cursed Body']",male,4,3,3,4,5,3
Shieldon,#0410,"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","1' 08""",125.7 lbs,Sturdy,"['male', 'female']",2,3,7,3,6,2
Slugma,#0218,Fire,"['Water', 'Ground', 'Rock']","2' 04""",77.2 lbs,"['Flame Body', 'Magma Armor']","['male', 'female']",3,3,3,5,3,2
Hatenna,#0856,Psychic,"['Ghost', 'Dark', 'Bug']","1' 04""",7.5 lbs,"['Anticipation', 'Healer']",female,3,2,3,4,4,3
Remoraid,#0223,Water,"['Grass', 'Electric']","2' 00""",26.5 lbs,"['Sniper', 'Hustle']","['male', 'female']",3,4,3,4,3,4
Chien-Pao,#1002,"['Dark', 'Ice']","['Steel', 'Fire', 'Fighting', 'Rock', 'Fairy', 'Bug']","6' 03""",335.5 lbs,Sword of Ruin,Unknown,5,8,5,6,4,8
Fraxure,#0611,Dragon,"['Fairy', 'Ice', 'Dragon']","3' 03""",79.4 lbs,"['Rivalry', 'Mold Breaker']","['male', 'female']",4,7,5,3,3,4
Swirlix,#0684,Fairy,"['Steel', 'Poison']","1' 04""",7.7 lbs,Sweet Veil,"['male', 'female']",4,3,4,4,4,3
Spearow,#0021,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",4.4 lbs,Keen Eye,"['male', 'female']",3,4,2,2,2,5
Oddish,#0043,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","1' 08""",11.9 lbs,Chlorophyll,"['male', 'female']",3,3,4,5,4,2
Fennekin,#0653,Fire,"['Water', 'Ground', 'Rock']","1' 04""",20.7 lbs,Blaze,"['male', 'female']",3,3,3,4,4,4
Dolliv,#0929,"['Grass', 'Normal']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Bug']","2' 00""",26.2 lbs,Early Bird,"['male', 'female']",4,4,4,5,5,2
Torkoal,#0324,Fire,"['Water', 'Ground', 'Rock']","1' 08""",177.3 lbs,"['White Smoke', 'Drought']","['male', 'female']",5,5,9,5,5,2
Skitty,#0300,Normal,Fighting,"2' 00""",24.3 lbs,"['Cute Charm', 'Normalize']","['male', 'female']",3,3,3,3,3,3
Servine,#0496,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 07""",35.3 lbs,Overgrow,"['male', 'female']",4,4,5,4,5,5
Revavroom,#0966,"['Steel', 'Poison']","['Fire', 'Ground']","5' 11""",264.6 lbs,Overcoat,"['male', 'female']",5,7,6,4,4,6
Koraidon,#1007,"['Fighting', 'Dragon']","['Psychic', 'Flying', 'Fairy', 'Ice', 'Dragon']","8' 02""",668.0 lbs,Orichalcum Pulse,Unknown,6,8,7,5,6,8
Ampharos,#0181,Electric,Ground,"4' 07""",135.6 lbs,Static,"['male', 'female']",6,5,5,7,6,4
Toxicroak,#0454,"['Poison', 'Fighting']","['Psychic', 'Flying', 'Ground']","4' 03""",97.9 lbs,"['Dry Skin', 'Anticipation']","['male', 'female']",5,7,4,6,4,5
Dottler,#0825,"['Bug', 'Psychic']","['Ghost', 'Fire', 'Flying', 'Dark', 'Rock', 'Bug']","1' 04""",43.0 lbs,"['Compound Eyes', 'Swarm']","['male', 'female']",3,3,5,6,2,3
Arboliva,#0930,"['Grass', 'Normal']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Bug']","4' 07""",106.3 lbs,Seed Sower,"['male', 'female']",5,5,6,8,7,3
Skarmory,#0227,"['Steel', 'Flying']","['Fire', 'Electric']","5' 07""",111.3 lbs,"['Keen Eye', 'Sturdy']","['male', 'female']",4,5,9,3,5,5
Lokix,#0920,"['Bug', 'Dark']","['Fire', 'Fairy', 'Flying', 'Bug', 'Rock']","3' 03""",38.6 lbs,Swarm,"['male', 'female']",5,6,5,4,4,6
Skuntank,#0435,"['Poison', 'Dark']",Ground,"3' 03""",83.8 lbs,"['Stench', 'Aftermath']","['male', 'female']",7,6,4,5,4,5
Natu,#0177,"['Psychic', 'Flying']","['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']","0' 08""",4.4 lbs,"['Synchronize', 'Early Bird']","['male', 'female']",3,3,3,5,3,5
Poliwhirl,#0061,Water,"['Grass', 'Electric']","3' 03""",44.1 lbs,"['Damp', 'Water Absorb']","['male', 'female']",4,4,4,3,3,6
Reuniclus,#0579,Psychic,"['Ghost', 'Dark', 'Bug']","3' 03""",44.3 lbs,"['Magic Guard', 'Overcoat']","['male', 'female']",7,4,5,8,5,2
Vivillon,#0666,"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","3' 11""",37.5 lbs,"['Shield Dust', 'Compound Eyes']","['male', 'female']",5,4,3,6,3,6
Blipbug,#0824,Bug,"['Fire', 'Flying', 'Rock']","1' 04""",17.6 lbs,"['Compound Eyes', 'Swarm']","['male', 'female']",2,2,2,3,3,2
Lillipup,#0506,Normal,Fighting,"1' 04""",9.0 lbs,"['Pickup', 'Vital Spirit']","['male', 'female']",3,4,3,2,3,4
Crabrawler,#0739,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 00""",15.4 lbs,"['Hyper Cutter', 'Iron Fist']","['male', 'female']",3,5,4,3,3,4
Jynx,#0124,"['Ice', 'Psychic']","['Steel', 'Ghost', 'Fire', 'Dark', 'Rock', 'Bug']","4' 07""",89.5 lbs,"['Oblivious', 'Forewarn']",female,4,3,3,7,6,6
Pikipek,#0731,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","1' 00""",2.6 lbs,"['Keen Eye', 'Skill Link']","['male', 'female']",3,5,2,2,2,4
Thwackey,#0811,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 04""",30.9 lbs,Overgrow,"['male', 'female']",5,5,5,4,5,4
Toucannon,#0733,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","3' 07""",57.3 lbs,"['Keen Eye', 'Skill Link']","['male', 'female']",5,8,5,5,5,4
Corsola,#0222,"['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']","2' 00""",11.0 lbs,"['Natural Cure', 'Hustle']","['male', 'female']",4,4,6,4,6,3
Swampert,#0260,"['Water', 'Ground']",Grass,"4' 11""",180.6 lbs,Torrent,"['male', 'female']",6,7,6,5,6,4
Haxorus,#0612,Dragon,"['Fairy', 'Ice', 'Dragon']","5' 11""",232.6 lbs,"['Rivalry', 'Mold Breaker']","['male', 'female']",5,9,6,4,5,6
Pelipper,#0279,"['Water', 'Flying']","['Electric', 'Rock']","3' 11""",61.7 lbs,"['Keen Eye', 'Drizzle']","['male', 'female']",4,3,6,6,5,4
Zoroark,#0571,Dark,"['Fairy', 'Bug', 'Fighting']","5' 03""",178.8 lbs,Illusion,"['male', 'female']",4,7,4,8,4,7
Pancham,#0674,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 00""",17.6 lbs,"['Iron Fist', 'Mold Breaker']","['male', 'female']",4,5,4,3,3,3
Bruxish,#0779,"['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","2' 11""",41.9 lbs,"['Strong Jaw', 'Dazzling']","['male', 'female']",4,7,5,5,5,6
Mewtwo,#0150,Psychic,"['Ghost', 'Dark', 'Bug']","6' 07""",269.0 lbs,Pressure,Unknown,7,7,6,"['1', '0']",6,8
Tatsugiri,#0978,"['Dragon', 'Water']","['Fairy', 'Dragon']","1' 00""",17.6 lbs,Commander,"['male', 'female']",4,3,4,8,6,5
Carvanha,#0318,"['Water', 'Dark']","['Fairy', 'Grass', 'Electric', 'Fighting', 'Bug']","2' 07""",45.9 lbs,Rough Skin,"['male', 'female']",3,6,2,4,2,4
Aerodactyl,#0142,"['Rock', 'Flying']","['Steel', 'Water', 'Electric', 'Ice', 'Rock']","5' 11""",130.1 lbs,"['Rock Head', 'Pressure']","['male', 'female']",5,7,4,4,5,8
Makuhita,#0296,Fighting,"['Psychic', 'Flying', 'Fairy']","3' 03""",190.5 lbs,"['Guts', 'Thick Fat']","['male', 'female']",5,4,2,2,2,2
Anorith,#0347,"['Rock', 'Bug']","['Steel', 'Water', 'Rock']","2' 04""",27.6 lbs,Battle Armor,"['male', 'female']",3,6,3,3,3,5
Bronzong,#0437,"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","4' 03""",412.3 lbs,"['Levitate', 'Heatproof']",Unknown,4,6,7,5,7,2
Klink,#0599,Steel,"['Fire', 'Fighting', 'Ground']","1' 00""",46.3 lbs,"['Plus', 'Minus']",Unknown,3,4,5,3,4,2
Throh,#0538,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 03""",122.4 lbs,"['Guts', 'Inner Focus']",male,8,6,5,2,5,3
Mienshao,#0620,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 07""",78.3 lbs,"['Inner Focus', 'Regenerator']","['male', 'female']",4,8,4,6,4,7
Runerigus,#0867,"['Ground', 'Ghost']","['Water', 'Ghost', 'Grass', 'Dark', 'Ice']","5' 03""",146.8 lbs,Wandering Spirit,"['male', 'female']",4,6,9,7,2,3
Spheal,#0363,"['Ice', 'Water']","['Grass', 'Electric', 'Fighting', 'Rock']","2' 07""",87.1 lbs,"['Thick Fat', 'Ice Body']","['male', 'female']",5,3,3,4,3,2
Wailmer,#0320,Water,"['Grass', 'Electric']","6' 07""",286.6 lbs,"['Oblivious', 'Water Veil']","['male', 'female']",8,5,3,5,3,4
Wingull,#0278,"['Water', 'Flying']","['Electric', 'Rock']","2' 00""",20.9 lbs,"['Keen Eye', 'Hydration']","['male', 'female']",3,2,2,4,2,5
Oricorio,#0741,"['Fire', 'Flying']","['Water', 'Electric', 'Rock']","2' 00""",7.5 lbs,Dancer,"['male', 'female']",5,5,5,6,5,6
Mesprit,#0481,Psychic,"['Ghost', 'Dark', 'Bug']","1' 00""",0.7 lbs,Levitate,Unknown,5,7,7,7,7,5
Tyrantrum,#0697,"['Rock', 'Dragon']","['Steel', 'Fighting', 'Dragon', 'Ice', 'Fairy', 'Ground']","8' 02""",595.2 lbs,Strong Jaw,"['male', 'female']",5,8,7,5,4,5
Tauros,#0128,Normal,Fighting,"4' 07""",194.9 lbs,"['Intimidate', 'Anger Point']",male,5,6,6,3,5,7
Gloom,#0044,"['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","2' 07""",19.0 lbs,Chlorophyll,"['male', 'female']",4,4,5,5,5,3
Iron Valiant,#1006,"['Fairy', 'Fighting']","['Steel', 'Psychic', 'Flying', 'Fairy', 'Poison']","4' 07""",77.2 lbs,Quark Drive,Unknown,5,8,6,8,4,7
Munna,#0517,Psychic,"['Ghost', 'Dark', 'Bug']","2' 00""",51.4 lbs,"['Synchronize', 'Forewarn']","['male', 'female']",5,2,3,4,4,2
Lanturn,#0171,"['Water', 'Electric']","['Grass', 'Ground']","3' 11""",49.6 lbs,"['Illuminate', 'Volt Absorb']","['male', 'female']",8,4,4,5,5,4
Marshadow,#0802,"['Fighting', 'Ghost']","['Ghost', 'Psychic', 'Flying', 'Fairy']","2' 04""",48.9 lbs,Technician,Unknown,6,8,5,6,6,8
Rookidee,#0821,Flying,"['Electric', 'Ice', 'Rock']","0' 08""",4.0 lbs,"['Keen Eye', 'Unnerve']","['male', 'female']",3,3,3,2,3,4
Krookodile,#0553,"['Ground', 'Dark']","['Ice', 'Water', 'Fighting', 'Fairy', 'Grass', 'Bug']","4' 11""",212.3 lbs,"['Intimidate', 'Moxie']","['male', 'female']",6,7,5,4,5,6
Iron Treads,#0990,"['Ground', 'Steel']","['Fire', 'Water', 'Fighting', 'Ground']","2' 11""",529.1 lbs,Quark Drive,Unknown,6,7,8,5,5,7
Hitmonlee,#0106,Fighting,"['Psychic', 'Flying', 'Fairy']","4' 11""",109.8 lbs,"['Limber', 'Reckless']",male,3,8,4,3,7,6
Sunflora,#0192,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 07""",18.7 lbs,"['Chlorophyll', 'Solar Power']","['male', 'female']",5,5,4,7,5,2
Tangrowth,#0465,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","6' 07""",283.5 lbs,"['Chlorophyll', 'Leaf Guard']","['male', 'female']",6,6,8,7,3,3
Pansage,#0511,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","2' 00""",23.1 lbs,Gluttony,"['male', 'female']",3,4,3,4,3,4
Clobbopus,#0852,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 00""",8.8 lbs,Limber,"['male', 'female']",3,4,4,3,2,3
Nuzleaf,#0274,"['Grass', 'Dark']","['Ice', 'Fire', 'Flying', 'Poison', 'Fighting', 'Fairy', 'Bug']","3' 03""",61.7 lbs,"['Chlorophyll', 'Early Bird']","['male', 'female']",5,5,3,4,3,4
Registeel,#0379,Steel,"['Fire', 'Fighting', 'Ground']","6' 03""",451.9 lbs,Clear Body,Unknown,5,5,9,5,9,3
Arcanine,#0059,Fire,"['Water', 'Ground', 'Rock']","6' 03""",341.7 lbs,"['Intimidate', 'Flash Fire']","['male', 'female']",6,7,5,6,5,6
Morelull,#0755,"['Grass', 'Fairy']","['Steel', 'Fire', 'Flying', 'Ice', 'Poison']","0' 08""",3.3 lbs,"['Effect Spore', 'Illuminate']","['male', 'female']",3,3,4,4,5,1
Oshawott,#0501,Water,"['Grass', 'Electric']","1' 08""",13.0 lbs,Torrent,"['male', 'female']",4,4,3,4,3,3
Bronzor,#0436,"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","1' 08""",133.4 lbs,"['Levitate', 'Heatproof']",Unknown,4,2,6,2,6,2
Tapu Bulu,#0787,"['Grass', 'Fairy']","['Steel', 'Fire', 'Flying', 'Ice', 'Poison']","6' 03""",100.3 lbs,Grassy Surge,Unknown,5,8,7,5,6,5
Klang,#0600,Steel,"['Fire', 'Fighting', 'Ground']","2' 00""",112.4 lbs,"['Plus', 'Minus']",Unknown,4,5,6,5,5,3
Ludicolo,#0272,"['Water', 'Grass']","['Flying', 'Bug', 'Poison']","4' 11""",121.3 lbs,"['Swift Swim', 'Rain Dish']","['male', 'female']",5,5,5,6,6,5
Bramblin,#0946,"['Grass', 'Ghost']","['Ghost', 'Fire', 'Flying', 'Dark', 'Ice']","2' 00""",1.3 lbs,Wind Rider,"['male', 'female']",3,4,2,3,3,4
Dedenne,#0702,"['Electric', 'Fairy']","['Poison', 'Ground']","0' 08""",4.9 lbs,"['Pickup', 'Cheek Pouch']","['male', 'female']",4,4,4,5,4,6
Magnemite,#0081,"['Electric', 'Steel']","['Fire', 'Fighting', 'Ground']","1' 00""",13.2 lbs,"['Sturdy', 'Magnet Pull']",Unknown,2,3,5,6,4,3
Hoothoot,#0163,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","2' 04""",46.7 lbs,"['Keen Eye', 'Insomnia']","['male', 'female']",4,2,2,3,4,3
Eternatus,#0890,"['Poison', 'Dragon']","['Psychic', 'Ground', 'Ice', 'Dragon']","65' 07""",2094.4 lbs,Pressure,Unknown,9,5,6,6,8,9
Venipede,#0543,"['Bug', 'Poison']","['Fire', 'Psychic', 'Flying', 'Rock']","1' 04""",11.7 lbs,"['Swarm', 'Poison Point']","['male', 'female']",2,3,4,2,3,4
Phione,#0489,Water,"['Grass', 'Electric']","1' 04""",6.8 lbs,Hydration,Unknown,5,5,5,5,5,5
Arbok,#0024,Poison,"['Psychic', 'Ground']","11' 06""",143.3 lbs,"['Shed Skin', 'Intimidate']","['male', 'female']",4,6,5,4,5,5
Litten,#0725,Fire,"['Water', 'Ground', 'Rock']","1' 04""",9.5 lbs,Blaze,"['male', 'female']",3,4,3,4,3,5
Deoxys,#0386,Psychic,"['Ghost', 'Dark', 'Bug']","5' 07""",134.0 lbs,Pressure,Unknown,3,9,3,9,3,9
Rellor,#0953,Bug,"['Fire', 'Flying', 'Rock']","0' 08""",2.2 lbs,Compound Eyes,"['male', 'female']",3,3,4,2,4,2
Meowstic,#0678,Psychic,"['Ghost', 'Dark', 'Bug']","2' 00""",18.7 lbs,"['Keen Eye', 'Infiltrator']",male,5,3,5,5,5,7
Chewtle,#0833,Water,"['Grass', 'Electric']","1' 00""",18.7 lbs,"['Shell Armor', 'Strong Jaw']","['male', 'female']",3,4,3,3,3,3
Lickilicky,#0463,Normal,Fighting,"5' 07""",308.6 lbs,"['Oblivious', 'Own Tempo']","['male', 'female']",7,5,6,5,6,3
Paras,#0046,"['Bug', 'Grass']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock', 'Bug']","1' 00""",11.9 lbs,"['Effect Spore', 'Dry Skin']","['male', 'female']",3,5,4,3,4,2
Tinkatink,#0957,"['Fairy', 'Steel']","['Fire', 'Ground']","1' 04""",19.6 lbs,"['Own Tempo', 'Mold Breaker']",female,3,3,3,3,4,4
Torterra,#0389,"['Grass', 'Ground']","['Fire', 'Flying', 'Bug', 'Ice']","7' 03""",683.4 lbs,Overgrow,"['male', 'female']",6,7,7,5,5,4
Lileep,#0345,"['Rock', 'Grass']","['Steel', 'Ice', 'Fighting', 'Bug']","3' 03""",52.5 lbs,Suction Cups,"['male', 'female']",4,3,5,4,6,2
Sawsbuck,#0586,"['Normal', 'Grass']","['Fire', 'Flying', 'Fighting', 'Ice', 'Poison', 'Bug']","6' 03""",203.9 lbs,"['Chlorophyll', 'Sap Sipper']","['male', 'female']",5,6,5,4,5,6
Karrablast,#0588,Bug,"['Fire', 'Flying', 'Rock']","1' 08""",13.0 lbs,"['Shed Skin', 'Swarm']","['male', 'female']",3,5,3,3,3,4
Dracovish,#0882,"['Water', 'Dragon']","['Fairy', 'Dragon']","7' 07""",474.0 lbs,"['Water Absorb', 'Strong Jaw']",Unknown,6,6,6,5,5,5
Krabby,#0098,Water,"['Grass', 'Electric']","1' 04""",14.3 lbs,"['Shell Armor', 'Hyper Cutter']","['male', 'female']",2,7,6,2,2,3
Magearna,#0801,"['Steel', 'Fairy']","['Fire', 'Ground']","3' 03""",177.5 lbs,Soul-Heart,Unknown,5,6,7,8,7,4
Nihilego,#0793,"['Rock', 'Poison']","['Steel', 'Water', 'Psychic', 'Ground']","3' 11""",122.4 lbs,Beast Boost,Unknown,7,4,3,8,8,7
Scraggy,#0559,"['Dark', 'Fighting']","['Fairy', 'Flying', 'Fighting']","2' 00""",26.0 lbs,"['Shed Skin', 'Moxie']","['male', 'female']",3,5,5,3,5,3
Zubat,#0041,"['Poison', 'Flying']","['Psychic', 'Electric', 'Ice', 'Rock']","2' 07""",16.5 lbs,Inner Focus,"['male', 'female']",3,3,3,2,3,4
Hatterene,#0858,"['Psychic', 'Fairy']","['Ghost', 'Steel', 'Poison']","6' 11""",11.2 lbs,"['Anticipation', 'Healer']",female,4,6,6,8,7,2
Gogoat,#0673,Grass,"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","5' 07""",200.6 lbs,Sap Sipper,"['male', 'female']",8,6,4,6,5,4
Flamigo,#0973,"['Flying', 'Fighting']","['Psychic', 'Flying', 'Fairy', 'Electric', 'Ice']","5' 03""",81.6 lbs,"['Tangled Feet', 'Scrappy']","['male', 'female']",5,7,5,5,4,6
Veluza,#0976,"['Water', 'Psychic']","['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']","8' 02""",198.4 lbs,Mold Breaker,"['male', 'female']",6,6,5,5,4,5
Pidgeotto,#0017,"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","3' 07""",66.1 lbs,"['Keen Eye', 'Tangled Feet']","['male', 'female']",4,4,4,3,3,5
Appletun,#0842,"['Grass', 'Dragon']","['Flying', 'Ice', 'Dragon', 'Poison', 'Fairy', 'Bug']","1' 04""",28.7 lbs,"['Gluttony', 'Ripen']","['male', 'female']",7,5,5,6,5,2
Dreepy,#0885,"['Dragon', 'Ghost']","['Ghost', 'Dark', 'Fairy', 'Ice', 'Dragon']","1' 08""",4.4 lbs,"['Clear Body', 'Infiltrator']","['male', 'female']",2,4,2,3,2,5
Nickit,#0827,Dark,"['Fairy', 'Bug', 'Fighting']","2' 00""",19.6 lbs,"['Run Away', 'Unburden']","['male', 'female']",3,2,2,4,3,3
Sliggoo,#0705,Dragon,"['Fairy', 'Ice', 'Dragon']","2' 07""",38.6 lbs,"['Hydration', 'Sap Sipper']","['male', 'female']",4,5,4,5,7,4
Slither Wing,#0988,"['Bug', 'Fighting']","['Fire', 'Psychic', 'Flying', 'Fairy']","10' 06""",202.8 lbs,Protosynthesis,Unknown,5,8,5,5,7,5
Magneton,#0082,"['Electric', 'Steel']","['Fire', 'Fighting', 'Ground']","3' 03""",132.3 lbs,"['Sturdy', 'Magnet Pull']",Unknown,3,4,6,8,5,5
Sigilyph,#0561,"['Psychic', 'Flying']","['Ghost', 'Dark', 'Electric', 'Ice', 'Rock']","4' 07""",30.9 lbs,"['Magic Guard', 'Wonder Skin']","['male', 'female']",5,4,5,7,5,6
Haunter,#0093,"['Ghost', 'Poison']","['Ghost', 'Dark', 'Psychic', 'Ground']","5' 03""",0.2 lbs,Levitate,"['male', 'female']",3,3,3,7,4,6
Yamper,#0835,Electric,Ground,"1' 00""",29.8 lbs,Ball Fetch,"['male', 'female']",4,3,3,3,3,2
Spritzee,#0682,Fairy,"['Steel', 'Poison']","0' 08""",1.1 lbs,Healer,"['male', 'female']",5,4,4,4,4,2
Crocalor,#0910,Fire,"['Water', 'Ground', 'Rock']","3' 03""",67.7 lbs,Blaze,"['male', 'female']",5,4,5,6,4,3
Poliwrath,#0062,"['Water', 'Fighting']","['Fairy', 'Grass', 'Flying', 'Psychic', 'Electric']","4' 03""",119.0 lbs,"['Damp', 'Water Absorb']","['male', 'female']",6,6,6,5,6,5
Cutiefly,#0742,"['Bug', 'Fairy']","['Fire', 'Steel', 'Flying', 'Poison', 'Rock']","0' 04""",0.4 lbs,"['Shield Dust', 'Honey Gather']","['male', 'female']",3,3,3,4,3,5
Linoone,#0264,Normal,Fighting,"1' 08""",71.7 lbs,"['Pickup', 'Gluttony']","['male', 'female']",5,5,4,3,4,6
Grubbin,#0736,Bug,"['Fire', 'Flying', 'Rock']","1' 04""",9.7 lbs,Swarm,"['male', 'female']",3,4,3,4,3,3
Kubfu,#0891,Fighting,"['Psychic', 'Flying', 'Fairy']","2' 00""",26.5 lbs,Inner Focus,"['male', 'female']",4,6,4,4,3,5
Entei,#0244,Fire,"['Water', 'Ground', 'Rock']","6' 11""",436.5 lbs,Pressure,Unknown,7,7,5,6,5,6
Charmander,#0004,Fire,"['Water', 'Ground', 'Rock']","2' 00""",18.7 lbs,Blaze,"['male', 'female']",3,4,3,4,3,4
Vanilluxe,#0584,Ice,"['Fire', 'Steel', 'Fighting', 'Rock']","4' 03""",126.8 lbs,"['Ice Body', 'Snow Warning']","['male', 'female']",5,6,5,7,6,5
Tyranitar,#0248,"['Rock', 'Dark']","['Steel', 'Fighting', 'Water', 'Fairy', 'Grass', 'Bug', 'Ground']","6' 07""",445.3 lbs,Sand Stream,"['male', 'female']",6,8,7,6,6,4
Whiscash,#0340,"['Water', 'Ground']",Grass,"2' 11""",52.0 lbs,"['Oblivious', 'Anticipation']","['male', 'female']",7,5,5,5,5,4
Prinplup,#0394,Water,"['Grass', 'Electric']","2' 07""",50.7 lbs,Torrent,"['male', 'female']",4,4,4,5,5,3
Grapploct,#0853,Fighting,"['Psychic', 'Flying', 'Fairy']","5' 03""",86.0 lbs,Limber,"['male', 'female']",5,7,6,5,3,5
Dusclops,#0356,Ghost,"['Ghost', 'Dark']","5' 03""",67.5 lbs,Pressure,"['male', 'female']",3,5,8,4,8,2
Arctovish,#0883,"['Water', 'Ice']","['Grass', 'Electric', 'Fighting', 'Rock']","6' 07""",385.8 lbs,"['Water Absorb', 'Ice Body']",Unknown,6,6,6,6,4,5
Charmeleon,#0005,Fire,"['Water', 'Ground', 'Rock']","3' 07""",41.9 lbs,Blaze,"['male', 'female']",4,4,4,5,4,5
